inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,5,0,0,5,-1,-1,5.0,-1,-1,1,1,MI,LSG
1,2,8,0,0,13,-1,-1,6.5,-1,-1,1,1,MI,LSG
1,3,16,0,0,29,-1,-1,9.666666666666666,-1,-1,1,1,MI,LSG
1,4,9,1,1,38,-1,-1,9.5,-1,-1,1,1,MI,LSG
1,5,8,1,2,46,-1,-1,9.2,-1,-1,1,1,MI,LSG
1,6,16,0,2,62,-1,-1,10.333333333333334,-1,-1,1,1,MI,LSG
1,7,8,0,2,70,-1,-1,10.0,-1,-1,1,1,MI,LSG
1,8,5,0,2,75,-1,-1,9.375,-1,-1,1,1,MI,LSG
1,9,14,0,2,89,-1,-1,9.88888888888889,-1,-1,1,1,MI,LSG
1,10,9,0,2,98,-1,-1,9.8,-1,-1,1,1,MI,LSG
1,11,7,2,4,105,-1,-1,9.545454545454543,-1,-1,1,1,MI,LSG
1,12,11,0,4,116,-1,-1,9.666666666666666,-1,-1,1,1,MI,LSG
1,13,5,0,4,121,-1,-1,9.307692307692308,-1,-1,1,1,MI,LSG
1,14,5,0,4,126,-1,-1,9.0,-1,-1,1,1,MI,LSG
1,15,5,0,4,131,-1,-1,8.733333333333333,-1,-1,1,1,MI,LSG
1,16,10,0,4,141,-1,-1,8.8125,-1,-1,1,1,MI,LSG
1,17,8,1,5,149,-1,-1,8.764705882352942,-1,-1,1,1,MI,LSG
1,18,13,1,6,162,-1,-1,9.0,-1,-1,1,1,MI,LSG
1,19,6,1,7,168,-1,-1,8.842105263157896,-1,-1,1,1,MI,LSG
