,Team1,match_id,is_batting_team,Team2,innings_over,innings_score,innings_wickets,score_target,total_runs,player_dismissed,predictions,run_rate,wickets_in_over,required_run_rate,predicted_team1,predicted_team2
0,SRH,1359493,1,KKR,1_6,65,2,-1,8,0,0.5745394,10.833333333333334,0,-1,0.5745394,0.42546058
1,SRH,1359493,1,KKR,1_7,75,2,-1,10,0,0.6599912,10.714285714285714,0,-1,0.6599912,0.3400088
2,SRH,1359493,1,KKR,1_8,80,2,-1,5,0,0.6271989,10.0,0,-1,0.6271989,0.37280113
3,SRH,1359493,1,KKR,1_9,85,2,-1,5,0,0.5147673,9.444444444444445,0,-1,0.5147673,0.4852327
4,SRH,1359493,1,KKR,1_10,94,2,-1,9,0,0.5542949,9.4,0,-1,0.5542949,0.44570512
5,SRH,1359493,1,KKR,1_11,100,2,-1,6,0,0.53478676,9.090909090909092,0,-1,0.53478676,0.46521324
