inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,6,8,0,2,65,-1,-1,10.833333333333334,-1,-1,1,0,SRH,KKR
1,7,10,0,2,75,-1,-1,10.714285714285714,-1,-1,1,0,SRH,KKR
1,8,5,0,2,80,-1,-1,10.0,-1,-1,1,0,SRH,KKR
1,9,5,0,2,85,-1,-1,9.444444444444445,-1,-1,1,0,SRH,KKR
1,10,9,0,2,94,-1,-1,9.4,-1,-1,1,0,SRH,KKR
1,11,6,0,2,100,-1,-1,9.090909090909092,-1,-1,1,0,SRH,KKR
1,12,16,0,2,116,-1,-1,9.666666666666666,-1,-1,1,0,SRH,KKR
1,13,14,1,3,130,-1,-1,10.0,-1,-1,1,0,SRH,KKR
1,14,4,0,3,134,-1,-1,9.571428571428571,-1,-1,1,0,SRH,KKR
1,15,23,0,3,157,-1,-1,10.466666666666669,-1,-1,1,0,SRH,KKR
1,16,15,0,3,172,-1,-1,10.75,-1,-1,1,0,SRH,KKR
1,17,14,0,3,186,-1,-1,10.941176470588236,-1,-1,1,0,SRH,KKR
1,18,14,0,3,200,-1,-1,11.11111111111111,-1,-1,1,0,SRH,KKR
