,Team1,match_id,is_batting_team,Team2,innings_over,innings_score,innings_wickets,score_target,total_runs,player_dismissed,predictions,run_rate,wickets_in_over,required_run_rate,predicted_team1,predicted_team2
0,LSG,1359500,1,RR,1_1,0,0,-1,0,0,0.48254335,0.0,0,-1,0.48254335,0.51745665
1,LSG,1359500,1,RR,1_2,12,0,-1,12,0,0.45605302,6.0,0,-1,0.45605302,0.543947
2,LSG,1359500,1,RR,1_3,14,0,-1,2,0,0.4067904,4.666666666666667,0,-1,0.4067904,0.5932096
3,LSG,1359500,1,RR,1_4,18,0,-1,4,0,0.41398048,4.5,0,-1,0.41398048,0.5860195
4,LSG,1359500,1,RR,1_5,31,0,-1,13,0,0.46233356,6.2,0,-1,0.46233356,0.53766644
5,LSG,1359500,1,RR,1_6,37,0,-1,6,0,0.47317642,6.166666666666667,0,-1,0.47317642,0.5268236
