,Team1,match_id,is_batting_team,Team2,innings_over,innings_score,innings_wickets,score_target,total_runs,player_dismissed,predictions,run_rate,wickets_in_over,required_run_rate,predicted_team1,predicted_team2
0,RR,1359522,1,GT,1_1,2,0,-1,2,0,0.4649202,2.0,0,-1.0,0.4649202,0.53507984
1,RR,1359522,1,GT,1_2,12,1,-1,10,1,0.42270622,6.0,1,-1.0,0.42270622,0.57729375
2,RR,1359522,1,GT,1_3,25,1,-1,13,0,0.4891359,8.333333333333334,0,-1.0,0.4891359,0.51086414
3,RR,1359522,1,GT,1_4,38,1,-1,13,0,0.4812452,9.5,0,-1.0,0.4812452,0.51875484
4,RR,1359522,1,GT,1_5,47,1,-1,9,0,0.48963735,9.4,0,-1.0,0.48963735,0.5103626
5,RR,1359522,1,GT,1_6,50,2,-1,3,1,0.48246992,8.333333333333334,1,-1.0,0.48246992,0.5175301
6,RR,1359522,1,GT,1_7,61,3,-1,11,1,0.48031735,8.714285714285714,1,-1.0,0.48031735,0.51968265
7,RR,1359522,1,GT,1_8,63,4,-1,2,1,0.37347627,7.875,1,-1.0,0.37347627,0.62652373
8,RR,1359522,1,GT,1_9,67,4,-1,4,0,0.34217426,7.444444444444445,0,-1.0,0.34217426,0.6578257
9,RR,1359522,1,GT,1_10,72,5,-1,5,1,0.25320417,7.2,1,-1.0,0.25320417,0.74679583
10,RR,1359522,1,GT,1_11,76,5,-1,4,0,0.2689917,6.909090909090909,0,-1.0,0.2689917,0.7310083
11,RR,1359522,1,GT,1_12,82,6,-1,6,1,0.26903483,6.833333333333333,1,-1.0,0.26903483,0.73096514
12,RR,1359522,1,GT,1_13,87,6,-1,5,0,0.3039957,6.6923076923076925,0,-1.0,0.3039957,0.6960043
13,RR,1359522,1,GT,1_14,96,7,-1,9,1,0.300623,6.857142857142857,1,-1.0,0.300623,0.699377
14,RR,1359522,1,GT,1_15,100,8,-1,4,1,0.16664362,6.666666666666667,1,-1.0,0.16664362,0.8333564
15,RR,1359522,0,GT,1_16,110,8,119,10,0,0.059933823,6.875,0,2.25,0.059933823,0.94006616
16,RR,1359522,0,GT,1_17,113,9,119,3,1,0.04922403,6.647058823529412,1,2.0,0.04922403,0.950776
17,RR,1359522,0,GT,1_18,118,10,119,5,1,0.037417997,6.555555555555555,1,0.5,0.037417997,0.962582
18,RR,1359522,0,GT,2_1,9,0,119,9,0,0.12210301,9.0,0,5.789473684210527,0.12210301,0.87789696
