inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,3,1,1,3,-1,-1,3.0,-1,-1,1,0,RCB,MI
1,2,9,0,1,12,-1,-1,6.0,-1,-1,1,0,RCB,MI
1,3,8,1,2,20,-1,-1,6.666666666666667,-1,-1,1,0,RCB,MI
1,4,9,0,2,29,-1,-1,7.25,-1,-1,1,0,RCB,MI
1,5,16,0,2,45,-1,-1,9.0,-1,-1,1,0,RCB,MI
1,6,11,0,2,56,-1,-1,9.333333333333334,-1,-1,1,0,RCB,MI
1,7,16,0,2,72,-1,-1,10.285714285714286,-1,-1,1,0,RCB,MI
1,8,9,0,2,81,-1,-1,10.125,-1,-1,1,0,RCB,MI
1,9,6,0,2,87,-1,-1,9.666666666666666,-1,-1,1,0,RCB,MI
1,10,17,0,2,104,-1,-1,10.4,-1,-1,1,0,RCB,MI
1,11,15,0,2,119,-1,-1,10.818181818181818,-1,-1,1,0,RCB,MI
1,12,12,0,2,131,-1,-1,10.916666666666666,-1,-1,1,0,RCB,MI
1,13,9,1,3,140,-1,-1,10.76923076923077,-1,-1,1,0,RCB,MI
1,14,6,1,4,146,-1,-1,10.428571428571429,-1,-1,1,0,RCB,MI
1,15,6,1,5,152,-1,-1,10.133333333333333,-1,-1,1,0,RCB,MI
