inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,4,0,0,4,-1,-1,4.0,-1,-1,1,0,GT,MI
1,2,8,0,0,12,-1,-1,6.0,-1,-1,1,0,GT,MI
1,3,5,1,1,17,-1,-1,5.666666666666667,-1,-1,1,0,GT,MI
1,4,6,0,1,23,-1,-1,5.75,-1,-1,1,0,GT,MI
1,5,10,0,1,33,-1,-1,6.6,-1,-1,1,0,GT,MI
1,6,17,0,1,50,-1,-1,8.333333333333334,-1,-1,1,0,GT,MI
1,7,5,1,2,55,-1,-1,7.857142857142857,-1,-1,1,0,GT,MI
1,8,5,0,2,60,-1,-1,7.5,-1,-1,1,0,GT,MI
1,9,8,0,2,68,-1,-1,7.555555555555555,-1,-1,1,0,GT,MI
1,10,16,0,2,84,-1,-1,8.4,-1,-1,1,0,GT,MI
1,11,7,0,2,91,-1,-1,8.272727272727273,-1,-1,1,0,GT,MI
1,12,8,1,3,99,-1,-1,8.25,-1,-1,1,0,GT,MI
1,13,4,1,4,103,-1,-1,7.923076923076923,-1,-1,1,0,GT,MI
1,14,10,0,4,113,-1,-1,8.071428571428571,-1,-1,1,0,GT,MI
