,Team1,match_id,is_batting_team,Team2,innings_over,innings_score,innings_wickets,score_target,total_runs,player_dismissed,predictions,run_rate,wickets_in_over,required_run_rate,predicted_team1,predicted_team2
0,LSG,1359542,1,KKR,1_1,1,0,-1,1,0,0.437141,1.0,0,-1,0.437141,0.562859
1,LSG,1359542,1,KKR,1_2,7,0,-1,6,0,0.4236373,3.5,0,-1,0.4236373,0.5763627
2,LSG,1359542,1,KKR,1_3,15,1,-1,8,1,0.4037514,5.0,1,-1,0.4037514,0.5962486
3,LSG,1359542,1,KKR,1_4,27,1,-1,12,0,0.4537796,6.75,0,-1,0.4537796,0.5462204
4,LSG,1359542,1,KKR,1_5,39,1,-1,12,0,0.47676557,7.8,0,-1,0.47676557,0.5232344
5,LSG,1359542,1,KKR,1_6,54,1,-1,15,0,0.50770384,9.0,0,-1,0.50770384,0.49229616
