inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,3,0,0,3,-1,-1,3.0,-1.0,-1.0,1,0,GT,MI
1,2,10,0,0,13,-1,-1,6.5,-1.0,-1.0,1,0,GT,MI
1,3,7,0,0,20,-1,-1,6.666666666666667,-1.0,-1.0,1,0,GT,MI
1,4,7,0,0,27,-1,-1,6.75,-1.0,-1.0,1,0,GT,MI
1,5,11,0,0,38,-1,-1,7.6,-1.0,-1.0,1,0,GT,MI
1,6,12,0,0,50,-1,-1,8.333333333333334,-1.0,-1.0,1,0,GT,MI
1,7,9,1,1,59,-1,-1,8.428571428571429,-1.0,-1.0,1,0,GT,MI
1,8,5,0,1,64,-1,-1,8.0,-1.0,-1.0,1,0,GT,MI
1,9,16,0,1,80,-1,-1,8.88888888888889,-1.0,-1.0,1,0,GT,MI
1,10,11,0,1,91,-1,-1,9.1,-1.0,-1.0,1,0,GT,MI
1,11,7,0,1,98,-1,-1,8.909090909090908,-1.0,-1.0,1,0,GT,MI
1,12,21,0,1,119,-1,-1,9.916666666666666,-1.0,-1.0,1,0,GT,MI
1,13,20,0,1,139,-1,-1,10.692307692307692,-1.0,-1.0,1,0,GT,MI
1,14,8,0,1,147,-1,-1,10.5,-1.0,-1.0,1,0,GT,MI
1,15,19,0,1,166,-1,-1,11.066666666666666,-1.0,-1.0,1,0,GT,MI
1,16,17,0,1,183,-1,-1,11.4375,-1.0,-1.0,1,0,GT,MI
1,17,15,1,2,198,-1,-1,11.647058823529411,-1.0,-1.0,1,0,GT,MI
1,18,7,0,2,205,-1,-1,11.38888888888889,-1.0,-1.0,1,0,GT,MI
1,19,9,1,3,214,234,20,11.263157894736842,20.0,-8.736842105263158,0,0,GT,MI
1,20,19,0,3,233,234,1,11.65,99.0,-87.35,0,0,GT,MI
2,1,9,1,1,9,234,225,9.0,11.842105263157896,-2.842105263157896,0,0,GT,MI
2,2,12,0,1,21,234,213,10.5,11.833333333333334,-1.333333333333334,0,0,GT,MI
2,3,8,1,2,29,234,205,9.666666666666666,12.058823529411764,-2.3921568627450984,0,0,GT,MI
2,4,12,0,2,41,234,193,10.25,12.0625,-1.8125,0,0,GT,MI
2,5,24,0,2,65,234,169,13.0,11.266666666666667,1.7333333333333325,0,0,GT,MI
2,6,7,1,3,72,234,162,12.0,11.571428571428571,0.4285714285714288,0,0,GT,MI
2,7,5,0,3,77,234,157,11.0,12.076923076923077,-1.0769230769230766,0,0,GT,MI
2,8,7,0,3,84,234,150,10.5,12.5,-2.0,0,0,GT,MI
2,9,11,0,3,95,234,139,10.555555555555555,12.636363636363637,-2.0808080808080813,0,0,GT,MI
2,10,15,0,3,110,234,124,11.0,12.4,-1.4000000000000004,0,0,GT,MI
2,11,13,0,3,123,234,111,11.181818181818182,12.333333333333334,-1.1515151515151525,0,0,GT,MI
2,12,5,1,4,128,234,106,10.666666666666666,13.25,-2.583333333333334,0,0,GT,MI
2,13,6,0,4,134,234,100,10.307692307692308,14.285714285714286,-3.978021978021978,0,0,GT,MI
2,14,15,0,4,149,234,85,10.642857142857142,14.166666666666666,-3.523809523809524,0,0,GT,MI
2,15,7,2,6,156,234,78,10.4,15.6,-5.199999999999999,0,0,GT,MI
2,16,5,1,7,161,234,73,10.0625,18.25,-8.1875,0,0,GT,MI
2,17,3,2,9,164,234,70,9.647058823529411,23.333333333333332,-13.686274509803921,0,0,GT,MI
2,18,6,0,9,170,234,64,9.444444444444445,32.0,-22.555555555555557,0,0,GT,MI
