inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,5,1,1,5,-1,-1,5.0,-1.0,-1.0,1,0,GT,SRH
1,2,12,0,1,17,-1,-1,8.5,-1.0,-1.0,1,0,GT,SRH
1,3,15,0,1,32,-1,-1,10.666666666666666,-1.0,-1.0,1,0,GT,SRH
1,4,18,0,1,50,-1,-1,12.5,-1.0,-1.0,1,0,GT,SRH
1,5,5,0,1,55,-1,-1,11.0,-1.0,-1.0,1,0,GT,SRH
1,6,10,0,1,65,-1,-1,10.833333333333334,-1.0,-1.0,1,0,GT,SRH
1,7,13,0,1,78,-1,-1,11.142857142857142,-1.0,-1.0,1,0,GT,SRH
1,8,11,0,1,89,-1,-1,11.125,-1.0,-1.0,1,0,GT,SRH
1,9,6,0,1,95,-1,-1,10.555555555555555,-1.0,-1.0,1,0,GT,SRH
1,10,8,0,1,103,-1,-1,10.3,-1.0,-1.0,1,0,GT,SRH
1,11,15,0,1,118,-1,-1,10.727272727272728,-1.0,-1.0,1,0,GT,SRH
1,12,13,0,1,131,-1,-1,10.916666666666666,-1.0,-1.0,1,0,GT,SRH
1,13,8,0,1,139,-1,-1,10.692307692307692,-1.0,-1.0,1,0,GT,SRH
1,14,8,0,1,147,-1,-1,10.5,-1.0,-1.0,1,0,GT,SRH
1,15,7,1,2,154,-1,-1,10.266666666666667,-1.0,-1.0,1,0,GT,SRH
1,16,9,1,3,163,-1,-1,10.1875,-1.0,-1.0,1,0,GT,SRH
1,17,8,1,4,171,-1,-1,10.058823529411764,-1.0,-1.0,1,0,GT,SRH
1,18,7,1,5,178,-1,-1,9.88888888888889,-1.0,-1.0,1,0,GT,SRH
1,19,8,0,5,186,-1,-1,9.789473684210526,-1.0,-1.0,1,0,GT,SRH
1,20,2,4,9,188,189,1,9.4,99.0,-89.6,0,0,GT,SRH
2,1,6,1,1,6,189,183,6.0,9.63157894736842,-3.631578947368421,0,0,GT,SRH
2,2,6,1,2,12,189,177,6.0,9.833333333333334,-3.833333333333334,0,0,GT,SRH
2,3,5,1,3,17,189,172,5.666666666666667,10.117647058823527,-4.450980392156862,0,0,GT,SRH
2,4,12,0,3,29,189,160,7.25,10.0,-2.75,0,0,GT,SRH
2,5,6,1,4,35,189,154,7.0,10.266666666666667,-3.2666666666666675,0,0,GT,SRH
2,6,10,0,4,45,189,144,7.5,10.285714285714286,-2.7857142857142865,0,0,GT,SRH
2,7,5,2,6,50,189,139,7.142857142857143,10.692307692307692,-3.5494505494505484,0,0,GT,SRH
2,8,4,0,6,54,189,135,6.75,11.25,-4.5,0,0,GT,SRH
