inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,8,1,1,8,-1,-1,8.0,-1.0,-1.0,1,0,PBKS,GT
1,2,8,0,1,16,-1,-1,8.0,-1.0,-1.0,1,0,PBKS,GT
1,3,11,0,1,27,-1,-1,9.0,-1.0,-1.0,1,0,PBKS,GT
1,4,3,1,2,30,-1,-1,7.5,-1.0,-1.0,1,0,PBKS,GT
1,5,12,0,2,42,-1,-1,8.4,-1.0,-1.0,1,0,PBKS,GT
1,6,10,0,2,52,-1,-1,8.666666666666666,-1.0,-1.0,1,0,PBKS,GT
1,7,7,1,3,59,-1,-1,8.428571428571429,-1.0,-1.0,1,0,PBKS,GT
1,8,4,0,3,63,-1,-1,7.875,-1.0,-1.0,1,0,PBKS,GT
1,9,8,0,3,71,-1,-1,7.888888888888889,-1.0,-1.0,1,0,PBKS,GT
1,10,4,0,3,75,-1,-1,7.5,-1.0,-1.0,1,0,PBKS,GT
1,11,6,0,3,81,-1,-1,7.363636363636363,-1.0,-1.0,1,0,PBKS,GT
1,12,10,0,3,91,-1,-1,7.583333333333333,-1.0,-1.0,1,0,PBKS,GT
1,13,3,1,4,94,-1,-1,7.230769230769231,-1.0,-1.0,1,0,PBKS,GT
1,14,2,0,4,96,-1,-1,6.857142857142857,-1.0,-1.0,1,0,PBKS,GT
1,15,3,0,4,99,-1,-1,6.6,-1.0,-1.0,1,0,PBKS,GT
1,16,10,0,4,109,-1,-1,6.8125,-1.0,-1.0,1,0,PBKS,GT
1,17,12,1,5,121,-1,-1,7.117647058823529,-1.0,-1.0,1,0,PBKS,GT
1,18,15,0,5,136,-1,-1,7.555555555555555,-1.0,-1.0,1,0,PBKS,GT
1,19,6,1,6,142,-1,-1,7.473684210526316,-1.0,-1.0,1,0,PBKS,GT
1,20,11,2,8,153,-1,-1,7.65,-1.0,-1.0,1,0,PBKS,GT
2,1,7,0,0,7,154,147,7.0,7.736842105263157,-0.7368421052631575,0,0,PBKS,GT
2,2,11,0,0,18,154,136,9.0,7.555555555555555,1.4444444444444446,0,0,PBKS,GT
2,3,18,0,0,36,154,118,12.0,6.941176470588236,5.0588235294117645,0,0,PBKS,GT
2,4,8,0,0,44,154,110,11.0,6.875,4.125,0,0,PBKS,GT
2,5,8,1,1,52,154,102,10.4,6.8,3.6000000000000005,0,0,PBKS,GT
2,6,4,0,1,56,154,98,9.333333333333334,7.0,2.333333333333334,0,0,PBKS,GT
2,7,5,0,1,61,154,93,8.714285714285714,7.153846153846154,1.5604395604395593,0,0,PBKS,GT
2,8,6,0,1,67,154,87,8.375,7.25,1.125,0,0,PBKS,GT
2,9,11,0,1,78,154,76,8.666666666666666,6.909090909090909,1.757575757575757,0,0,PBKS,GT
2,10,2,0,1,80,154,74,8.0,7.4,0.5999999999999996,0,0,PBKS,GT
