inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,4,0,0,4,-1,-1,4.0,-1,-1,1,0,CSK,GT
1,2,14,0,0,18,-1,-1,9.0,-1,-1,1,0,CSK,GT
1,3,5,0,0,23,-1,-1,7.666666666666667,-1,-1,1,0,CSK,GT
1,4,8,0,0,31,-1,-1,7.75,-1,-1,1,0,CSK,GT
1,5,9,0,0,40,-1,-1,8.0,-1,-1,1,0,CSK,GT
1,6,9,0,0,49,-1,-1,8.166666666666666,-1,-1,1,0,CSK,GT
1,7,9,0,0,58,-1,-1,8.285714285714286,-1,-1,1,0,CSK,GT
1,8,6,0,0,64,-1,-1,8.0,-1,-1,1,0,CSK,GT
1,9,12,0,0,76,-1,-1,8.444444444444445,-1,-1,1,0,CSK,GT
1,10,9,0,0,85,-1,-1,8.5,-1,-1,1,0,CSK,GT
