inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,4,0,0,4,-1,-1,4.0,-1.0,-1.0,1,1,GT,KKR
1,2,13,0,0,17,-1,-1,8.5,-1.0,-1.0,1,1,GT,KKR
1,3,7,0,0,24,-1,-1,8.0,-1.0,-1.0,1,1,GT,KKR
1,4,7,0,0,31,-1,-1,7.75,-1.0,-1.0,1,1,GT,KKR
2,17,2,3,7,157,205,48,9.235294117647058,16.0,-6.764705882352942,0,1,GT,KKR
2,18,5,0,7,162,205,43,9.0,21.5,-12.5,0,1,GT,KKR
2,19,14,0,7,176,205,29,9.263157894736842,29.0,-19.73684210526316,0,1,GT,KKR
2,20,31,0,7,207,205,-2,10.35,99.0,-88.65,0,1,GT,KKR
